por	pob
Aos treze , ou aos quatorze dias pára totalmente a febre : se os doentes tiverem ainda a cabeça pezada , e carregada , se tiverem falta de appetite , purgar-se-haõ com o remedio do N.º 14. ; depois disso pôr-se-haõ na dieta dos convalescentes .	Aos treze, ou aos quatorze dias para totalmente a febre: se os doentes tiverem ainda a cabeça pesada, e carregada, se tiverem falta de apetite, purgar-se-ão com o remédio do N.º 14.; depois disso pôr-se-ão na dieta dos convalescentes.
Tambem he muito conveniente perguntar ao enfermo se tem feito curso no dia antecedente ; e se o naõ tiver feito , he preciso lançar lhe huma ajuda, para que a purga faça melhor o seu effeito .	Também é muito conveniente perguntar ao enfermo se tem feito curso no dia antecedente; e se o não tiver feito, é preciso lançar-lhe uma ajuda, para que a purga faça melhor o seu efeito.
Para que o enfermo naõ experimente debilidade , deve o Enfermeiro antever a que hora lhe entra ao enfermo o crescimento , ou cezaõ , para lhe dar de comer ao menos duas horas antes .	Para que o enfermo não experimente debilidade, deve o Enfermeiro antever a que hora lhe entra ao enfermo o crescimento, ou sezão para lhe dar de comer ao menos duas horas antes.
Advirta-se ao enfemo se naõ lave com outra agoa , nem faça a barba , e se retire do ar da noite , e da madrugada , que hum , e outro he muito nocivo para o regimento .	Advirta-se ao enfermo se não lave com outra água, nem faça a barba, e se retire do ar da noite, e da madrugada, que um, e outro é muito nocivo para o regimento.
A segunda , que nunca deixem aos freneticos sós , nem sem companhia de gente esperta , & cuidadosa , porque se os deixarem sós , os arriscaõ a que se deitem da janella abaixo , como já vi a duas mulheres , moradoras ambas na Tanoeria ,  que ambas morrèraõ precipitadas , porque estando freneticas as deixaraõ sós , & sem companhia , porque a que tinhaõ estava dormindo .	A segunda, que nunca deixem aos frenéticos sós, nem sem companhia de gente esperta, e cuidadosa, porque se os deixarem sós, os arriscam a que se deitem da janela abaixo, como já vi a duas mulheres, moradoras ambas na Tanoeria, que ambas morreram precipitadas, porque estando frenéticas as deixaram sós, e sem companhia, porque a que tinham estava dormindo.
Perguntareis ao Medico, que tempo ha de o enfermo estar no banho ; e se for muito , e a agoa, ou cozimento se esfriar, tereis prevençaõ de mais cozimento, ou agoa quente , para se lhe hir lançando no banho, e se conserve o calor até completar o tempo, que o Medico determinar.	Perguntareis ao Médico, que tempo há de o enfermo estar no banho; e se for muito, e a água, ou cozimento se esfriar, tereis prevenção de mais cozimento, ou água quente, para se lhe ir lançando no banho, e se conserve o calor até completar o tempo, que o Médico determinar.
Para conservares ao enfermo a lingua fresca , lhe tereis prompta huma zaragatoa .	Para conservares ao enfermo a língua fresca, lhe tereis pronta uma zaragatoa.
Com tudo se a dôr continuar , a pezar das sangrias ; e das fomentações, depois que o pulso tiver amollecido , e a febre diminuido , applicar-se-ha sobre a parte dorida o emplastro do N. 10. , como que eu me tenho achado muito bem em taes casos , ou o emplastro de cantharidas N. 24.	Com tudo se a dor continuar, a pesar das sangrias; e das fomentações, depois que o pulso tiver amolecido, e a febre diminuído, aplicar-se-á sobre a parte dorida o emplastro do N. 10., como que eu me tenho achado muito bem em tais casos, ou o emplastro de cantáridas N. 24.
Os doentes devem observar huma dieta rigorosa , abster-se mesmo de caldos , e tomar em lugar delles o creme de arrôz , ou o paõ lavado ; sua bebida será agoa pura misturada com hum pouco de vinagre , ou com alguma gotas do espirito de enxofre , ou de vitriolo , ou limonada , se se puderem procurar limões ; tomaráõ cada dia duas , ou tres mezinhas com o cozimento do N. 4.	Os doentes devem observar uma dieta rigorosa, abster-se mesmo de caldos, e tomar em lugar deles o creme de arroz, ou o pão lavado; sua bebida será água pura misturada com um pouco de vinagre, ou com alguma gotas do espírito de enxofre, ou de vitríolo, ou limonada, se se puderem procurar limões; tomarão cada dia duas, ou três mesinhas com o cozimento do N. 4.
( Vêde o Capitulo das Cantharidas , ou Vesicatorios ) .	(Vede o Capítulo das Cantáridas, ou Vesicatórios).
Muitas vezes succede proceder a colica de calor : estas se tiraõ pondo panos de agoa fria no estomago do enfermo , em que logo sente alivio ; e se o naõ sentir , se naõ deve continuar .	Muitas vezes sucede proceder a cólica de calor: estas se tiram pondo panos de água fria no estômago do enfermo, em que logo sente alívio; e se o não sentir, se não deve continuar.
QUando hum Marinheiro da Equipagem de hum Navio Mercantil he ataco de febre maligna , he raro que os outros o naõ sejaõ successivamente : eu tenho visto mais de huma vez navios desarmados pela quantidade de doentes , que foraõ atacados dellas ; este mal he tanto mais perigoso , quanto os symptomas , que o acompanhaõ no seu principio parecem muitas vezes de pouca consequencia ; o que faz que ellas se desprezem , e que os doentes cheguem muitas vezes a estar nos ultimos extremos antes que se tenha percebido , que estáõ doentes .	Quando um Marinheiro da Equipagem de um Navio Mercantil é atacado de febre maligna, é raro que os outros o não sejam sucessivamente: eu tenho visto mais de uma vez navios desarmados pela quantidade de doentes, que foram atacados delas; este mal é tanto mais perigoso, quanto os sintomas, que o acompanham no seu princípio parecem muitas vezes de pouca consequência; o que faz que elas se desprezem, e que os doentes cheguem muitas vezes a estar nos últimos extremos antes que se tenha percebido, que estão doentes.
Usando destes meios , cessará a febre lá para os treze , ou quatorze dias da doença ; tornar-se-ha entaõ a purgar o doente com o laxante do N. 14. , e quando a febre tiver parado , pôr-se-ha na dieta dos convalescentes .	Usando destes meios, cessará a febre lá para os treze, ou quatorze dias da doença; tornar-se-á então a purgar o doente com o laxante do N. 14., e quando a febre tiver parado, pôr-se-á na dieta dos convalescentes.
Lambedor se deve dar de fórma , que naõ chegue ao estomago , e de quarto a quarto de hora .	Lambedor se deve dar de forma, que não chegue ao estômago, e de quarto a quarto de hora.
Todas as unturas por regra geral, que se fizerem a hydropicos, ou em parte, que outro qualquer enfermo tiver dor , ou dureza , (naõ havendo inflammaçaõ) fareis a untura com toda a maõ ligeiramente, para que melhor se encorpore; mas com brandura , que assim se evita chamar à parte mayor queixa.	Todas as unturas por regra geral, que se fizerem a hidrópicos, ou em parte, que outro qualquer enfermo tiver dor, ou dureza, (não havendo inflamação) fareis a untura com toda a mão ligeiramente, para que melhor se incorpore; mas com brandura, que assim se evita chamar à parte maior queixa.
Eu disse , que a febre maligna tinha muito parentesco com a febre da peste , e com effeito observaõ-se em huma , e outra doença depositos criticos , que ordinariamente saõ salutiferos , se chegaõ a suppurar ; as febres malignas tambem se terminaõ algumas vezes como a peste por hemorrhagias , e dysenterias mortaes , que provaõ a grande dissoluçaõ de sangue , que ha nestas duas doenças : finalmente a cabeça , e o peito entraõ a embaraçar-se humas vezes mais cedo , outras mais tarde ; mas desde que este symptoma se manifesta , ha pouco que esperar dos doentes ; e he raro , que elles sobrevivaõ mais de quarenta e oito horas .	Eu disse, que a febre maligna tinha muito parentesco com a febre da peste, e com efeito observam-se em uma, e outra doença depósitos críticos, que ordinariamente são salutíferos, se chegam a supurar; as febres malignas também se terminam algumas vezes como a peste por hemorragias, e disenterias mortais, que provam a grande dissolução de sangue, que há nestas duas doenças: finalmente a cabeça, e o peito então a embaraçar-se umas vezes mais cedo, outras mais tarde; mas desde que este sintoma se manifesta, há pouco que esperar dos doentes; e é raro, que eles sobrevivam mais de quarenta e oito horas.
CAPITULO XL .	CAPÍTULO XL.
A todo o enfermo , que tiver algum suor , no fim delle naõ só lhe mudareis a camiza , mas tambem os lançoes ; e para fazer mais proveito ao enfermo , será melhor que a camiza , e lançoes tenhaõ servido huma noite a outra pessoa ; e se repentinamente for necessario huma , e outra cousa , se enxovalhe nas mãos , de fórma , que pareça tem jà servido em outra pessoa .	A todo o enfermo, que tiver algum suor, no fim dele não só lhe mudareis a camisa, mas também os lençóis; e para fazer mais proveito ao enfermo, será melhor que a camisa, e lençóis tenham servido uma noite a outra pessoa; e se repentinamente for necessário uma, e outra coisa, se enxovalhe nas mãos, de forma, que pareça tem já servido em outra pessoa.
O segundo Author , que tambem louva muito aos pombos para remedio dos symptomas mortaes , que costumão sobrevir às febres malignas , he Agostinho de Laurentijs , como se deixa conhecer pelas suas palavras , que saõ as seguintes : Os pombos velhos escalados , & postos nas plantas dos pès aproveitaõ grandemente aos doentes , que tem symptomas mortaes , que avexaõ o coraçaõ , & a cabeça ; por quanto os ditos pombos com a sua grande quentura chamaraõ para si os humores depravados , & venenosos , que acometem o coraçaõ , & ficando elle desafogado livra do perigo .	O segundo Autor, que também louva muito aos pombos para remédio dos sintomas mortais, que costumam sobrevir às febres malignas, é Agostinho de Laurentijs, como se deixa conhecer pelas suas palavras, que são as seguintes: Os pombos velhos escalados, e postos nas plantas dos pés aproveitam grandemente aos doentes, que tem sintomas mortais, que avexam o coração, e a cabeça; por quanto os ditos pombos com a sua grande quentura chamarão para si os humores depravados, e venenosos, que acometem o coração, e ficando ele desafogado livra do perigo.
Esta dôr augmenta-se , e redobra , quando elles respiraõ , ou quando tossem , porque nestes movimentos , como o peito está muito cheio de sangue , faz-se entaõ mais distendido ; e parece , que se lhe fura com huma espada ; os outros symptomas saó quasi os mesmos , que na peripneumonia , mais, ou menos violentos segundo a força do mal ; assim o tratamento deve ser o mesmo .	Esta dor aumenta-se, e redobra, quando eles respiram, ou quando tossem, porque nestes movimentos, como o peito está muito cheio de sangue, faz-se então mais distendido; e parece, que se lhe fura com uma espada; os outros sintomas são quase os mesmos, que na peripneumonia, mais, ou menos violentos segundo a força do mal; assim o tratamento deve ser o mesmo.
Se pelo quinto , até ao setimo dia de doença substistir a oppressaõ , e se os dontes se sentirem suffocados com escarros viscosos , que elles naõ possaõ expectorar , entaõ nada he mais proprio para lhes facilitar a sahida , do que o vapor do vinagre ; para isto faz-se ferver huma certa quantidade do vinagre mais forte em huma panella de barro ; e depois de ter tapado os olhos do doente , e estendido hum guardanapo sobre a sua cabeça , chega-se-lhe à panella , para que o fumo , que della sahe , se introduza pela bocca ; para o que se deve encaminhar para ella por meio de hum funil voltado ás avessas , que se põe sobre a panella (a) .	Se pelo quinto, até ao sétimo dia de doença subsistir a opressão, e se os doentes se sentirem sufocados com escarros viscosos, que eles não possam expectorar, então nada é mais próprio para lhes facilitar a saída, do que o vapor do vinagre; para isto faz-se ferver uma certa quantidade do vinagre mais forte em uma panela de barro; e depois de ter tapado os olhos do doente, e estendido um guardanapo sobre a sua cabeça, cega-se-lhe à panela, para que o fumo, que dela sai, se introduza pela boca; para o que se deve encaminhar para ela por meio de um funil voltado às avessas, que se põe sobre a panela (a).
